# sample1 			| sample2 			| total SNPs 	| mismatched SNPs 	| mismatch % 	| Hom Hom (ex: 00 11) 	| Hom Homs % 	| Het Hom Lap (ex: 00 01) 	| Het Hom Lap % 	| Het Hom non Lap (ex 00 12) 	| Het Hom non Lap % 	| Het Het (ex: 01 12 or 01 23) 	| Het Het %
Ceyx.erit.KU.12646  | Ceyx.erit.KU.19310 | 2851          | 307               | 10.77%        | 77                    | 2.70%         | 230                       | 8.07%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12646  | Ceyx.erit.KU.19363 | 2792          | 304               | 10.89%        | 70                    | 2.51%         | 234                       | 8.38%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12646  | Ceyx.erit.LSU.38586 | 2789          | 391               | 14.02%        | 68                    | 2.44%         | 323                       | 11.58%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12646  | Ceyx.erit.LSU.51075 | 2803          | 377               | 13.45%        | 90                    | 3.21%         | 287                       | 10.24%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12646  | Ceyx.erit.LSU.51088 | 2812          | 405               | 14.40%        | 88                    | 3.13%         | 317                       | 11.27%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12646  | Ceyx.erit.LSU.47161 | 2485          | 335               | 13.48%        | 81                    | 3.26%         | 254                       | 10.22%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12646  | Ceyx.erit.LSU.47231 | 2774          | 396               | 14.28%        | 84                    | 3.03%         | 312                       | 11.25%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12646  | Ceyx.erit.LSU.51008 | 2758          | 402               | 14.58%        | 62                    | 2.25%         | 340                       | 12.33%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12646  | Ceyx.erit.LSU.51025 | 2687          | 384               | 14.29%        | 67                    | 2.49%         | 317                       | 11.80%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12646  | Ceyx.erit.LSU.58557 | 2816          | 423               | 15.02%        | 76                    | 2.70%         | 347                       | 12.32%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12646  | Ceyx.erit.LSU.58647 | 2718          | 393               | 14.46%        | 60                    | 2.21%         | 333                       | 12.25%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12646  | Ceyx.erit.LSU.74725 | 2617          | 369               | 14.10%        | 69                    | 2.64%         | 300                       | 11.46%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12646  | Ceyx.erit.LSU.78748 | 2787          | 392               | 14.07%        | 74                    | 2.66%         | 318                       | 11.41%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12646  | Ceyx.erit.LSU.47126 | 2859          | 388               | 13.57%        | 67                    | 2.34%         | 321                       | 11.23%            | 0                             | 0.00%                 | 0                             | 0.00%              
